the_geom,SOURCE_ID,FEAT_CODE,SUB_CODE,STATUS,SHAPE_Leng,SHAPE_Area
"MULTIPOLYGON (((-73.99613850571825 40.7417757482638, -73.99606351090385 40.74174417394866, -73.99604612653647 40.74176934792752, -73.99599810283907 40.74174912358257, -73.99598553899312 40.74174383356706, -73.99600534095697 40.74171968265714, -73.9959282957078 40.741687243695786, -73.99593336233316 40.74167949771331, -73.99609247528176 40.74146111045143, -73.99614842754238 40.741484693914614, -73.99629775373576 40.74154763164764, -73.99629854783979 40.74155356331312, -73.99621745364362 40.741664867851306, -73.99614311893389 40.74176689463334, -73.99613850571825 40.7417757482638)))",12500000068,5000,500000,Unchanged,341.7296264,6430.605644
